873 2557
683 90 322
350 65 567
189 667 271
527 50 848
247 523 942
609 366 518
138 278 728
59 676 857
746 87 351
835 89 625
503 115 367
344 654 532
182 146 815
722 411 953
480 322 381
24 550 624
733 576 31
730 771 140
58 758 834
411 272 586
139 190 468
5 104 695
69 171 236
58 124 92
478 809 339
391 543 938
348 506 748
111 670 74
248 409 735
467 122 736
223 712 74
419 776 943
342 772 465
721 512 358
212 93 331
707 394 366
814 527 526
470 469 154
252 734 191
615 186 858
387 340 930
155 811 668
111 765 912
838 766 93
367 786 757
11 12 34
106 657 317
535 245 158
207 642 807
48 561 270
608 353 373
738 820 543
345 274 892
844 94 457
220 355 67
610 870 565
738 387 905
499 517 368
209 192 283
563 571 737
812 333 205
343 642 276
67 841 583
318 499 259
239 75 422
32 592 794
776 211 678
614 526 890
799 495 825
822 554 844
45 646 562
406 79 946
473 360 498
493 445 914
774 55 216
647 156 62
588 569 645
176 516 394
316 340 748
580 377 129
638 117 468
290 315 954
136 546 443
782 566 212
790 22 646
242 510 934
216 698 221
695 422 209
447 5 431
714 539 315
164 201 818
170 440 441
326 20 719
706 133 934
379 411 729
228 59 526
137 497 418
114 463 22
632 258 778
311 114 434
359 710 633
452 475 331
783 760 625
472 239 718
186 794 50
801 122 521
872 512 732
238 641 506
410 154 232
374 38 822
832 198 601
451 467 131
557 157 851
265 829 280
865 594 660
681 575 616
456 181 780
242 687 742
86 772 632
224 747 401
731 295 582
669 744 484
606 403 880
177 664 258
174 596 394
414 786 457
204 537 556
128 208 389
350 401 747
653 294 847
410 268 871
638 230 758
705 864 471
382 398 911
12 388 327
354 464 744
505 853 953
622 282 749
766 659 376
564 265 222
730 505 830
300 169 346
75 840 483
675 187 171
820 666 717
288 134 953
514 719 570
210 602 722
1 25 346
701 389 95
518 201 543
546 503 355
202 522 251
32 407 937
340 363 939
490 471 819
120 553 162
540 475 526
429 177 353
2 852 760
530 651 796
506 50 268
16 506 613
36 458 591
673 162 447
89 872 708
555 727 423
86 626 182
259 669 233
96 322 761
724 872 524
713 181 494
816 748 955
724 156 595
772 678 163
202 350 325
117 718 936
233 69 763
81 570 412
482 56 396
223 481 370
37 726 784
449 670 653
166 103 255
625 491 958
695 791 561
610 226 980
339 535 305
850 443 383
289 623 873
284 155 240
423 2 830
617 80 854
368 84 571
751 173 640
399 785 693
691 217 627
613 729 383
93 136 422
643 422 695
440 256 442
515 872 133
552 483 198
257 59 548
322 392 508
749 389 972
114 93 284
347 336 298
863 380 717
166 274 141
750 56 632
147 285 312
241 529 916
709 748 760
599 783 908
358 682 477
596 291 644
14 411 161
119 232 142
460 98 357
104 383 97
516 60 243
22 777 704
206 406 517
826 14 863
449 218 715
