883 2853
235 371 719
45 188 543
683 665 893
648 194 367
863 740 837
173 247 932
377 627 807
325 395 982
148 624 983
797 393 190
471 616 97
491 206 517
632 24 817
222 882 281
647 39 361
807 271 710
699 812 776
315 32 971
368 46 746
864 800 597
443 856 999
216 238 67
694 882 338
627 800 787
822 188 995
120 368 860
609 595 17
778 560 544
839 526 423
799 500 707
169 195 528
134 165 584
680 29 679
185 387 794
262 54 130
865 122 359
311 235 913
374 445 820
77 610 281
250 516 561
347 603 150
721 44 1000
639 446 265
785 700 456
389 829 479
728 299 622
350 123 211
878 194 415
445 770 372
154 773 639
276 797 304
209 866 760
530 493 901
247 475 745
431 718 235
443 168 614
875 408 130
694 8 703
833 525 241
124 643 582
707 542 629
218 448 855
622 246 402
351 508 664
862 47 520
583 512 945
27 69 443
647 843 626
570 754 973
871 801 324
194 236 611
437 493 871
347 4 464
788 116 45
52 433 19
3 521 308
215 267 959
742 850 630
312 878 710
364 120 199
453 457 655
535 183 892
860 658 129
226 281 878
782 660 127
851 739 49
762 52 246
873 436 905
880 685 631
733 565 103
324 57 852
421 662 68
611 58 209
139 63 658
783 665 789
231 616 990
242 864 602
761 354 926
846 143 985
405 557 997
169 600 348
126 152 196
433 309 468
189 854 722
785 363 256
359 680 594
333 545 832
180 171 602
350 589 665
489 672 524
70 662 30
741 795 154
417 144 690
658 294 908
138 185 611
272 463 50
270 41 504
205 298 497
299 391 801
764 117 331
877 264 988
844 679 284
76 715 629
411 32 401
196 450 197
813 130 934
775 570 343
129 511 655
824 469 313
253 132 494
141 409 674
666 59 122
669 620 704
425 193 552
580 870 22
177 436 527
788 200 273
739 346 315
119 264 50
371 424 972
321 827 353
570 375 652
40 586 243
209 280 515
547 84 924
464 827 928
199 662 826
13 597 371
307 140 962
512 274 239
508 269 621
278 164 233
90 745 597
672 335 783
98 280 876
350 591 502
586 56 926
749 605 807
186 351 218
599 827 242
854 452 696
850 537 491
432 52 719
491 1 34
15 256 918
692 132 784
728 231 748
706 592 901
822 713 740
358 607 496
620 154 472
13 192 583
169 651 71
868 133 535
538 416 667
268 724 758
211 373 421
374 80 89
26 625 773
620 60 944
524 834 736
855 2 666
47 187 406
431 86 565
827 8 515
578 579 424
601 412 752
141 664 862
73 51 569
308 29 268
142 849 610
677 426 194
816 332 543
441 278 837
463 318 869
120 550 563
22 237 243
334 728 637
1 723 837
158 654 386
173 868 272
90 11 504
179 530 44
787 77 104
538 683 292
876 136 478
6 135 78
642 259 16
178 12 642
210 322 596
43 236 146
208 836 635
626 859 111
843 623 978
124 719 46
164 430 446
8 874 707
802 438 435
409 259 886
279 194 633
666 254 13
348 129 496
542 742 889
248 315 962
129 127 512
490 638 862
831 156 157
453 128 58
675 781 440
829 244 293
149 199 731
683 61 920
617 624 354
574 508 282
579 55 299
857 421 237
559 30 297
637 428 648
167 99 901
844 770 370
15 84 973
452 804 104
13 226 66
758 166 353
62 825 713
337 509 820
335 599 890
302 166 422
134 85 935
282 551 448
618 874 140
480 487 637
312 471 663
537 840 658
726 411 511
544 227 609
757 126 872
561 232 236
10 407 817
450 135 741
540 287 393
687 618 889
12 191 39
866 601 823
349 239 25
688 478 280
352 647 549
273 335 433
520 203 202
857 639 892
784 618 96
228 480 155
832 519 145
156 553 298
459 471 871
519 137 978
135 466 29
236 77 891
792 21 68
293 738 915
234 61 969
228 617 433
719 569 704
646 104 899
143 593 122
52 697 160
635 533 264
48 174 40
456 296 828
541 204 974
586 179 839
123 99 19
94 43 565
284 329 384
135 59 446
481 154 25
588 134 165
582 488 930
158 528 441
425 93 290
825 567 391
45 867 540
120 817 421
580 598 507
612 751 933
749 301 679
532 464 510
720 126 609
209 101 966
452 431 130
216 169 99
150 417 392
369 716 527
510 205 473
533 439 826
857 9 408
531 611 795
315 313 519
623 62 49
729 259 521
169 569 388
578 346 200
656 761 366
80 828 469
534 870 484
460 124 729
517 612 975
119 394 878
381 236 18
389 700 813
691 813 527
267 468 719
102 329 867
203 375 470
770 646 657
337 487 447
729 374 230
225 226 705
153 55 19
1 689 188
382 113 100
84 78 404
360 824 652
392 682 379
848 265 147
681 466 625
852 708 855
790 516 356
119 775 342
296 225 254
833 425 580
239 555 785
662 724 366
404 675 364
115 129 52
695 10 371
98 51 518
860 727 659
119 710 586
147 791 443
135 669 908
400 787 715
735 98 994
566 160 465
689 854 370
630 7 143
258 501 896
849 420 918
834 32 502
594 223 60
792 353 833
400 329 712
312 172 376
443 52 872
275 777 812
287 107 575
728 882 857
872 756 216
687 546 820
748 383 803
511 727 732
439 590 907
181 685 779
881 628 553
229 471 453
468 65 298
668 420 664
837 446 151
189 388 495
289 426 737
29 550 725
168 632 51
871 790 651
657 71 353
311 268 555
275 519 680
282 399 211
850 578 524
813 755 397
775 612 542
762 651 494
542 461 551
56 196 371
268 265 659
21 39 540
95 438 595
394 138 688
619 228 654
704 68 906
81 433 209
296 726 491
883 415 991
775 449 398
227 316 633
616 544 903
334 325 569
738 339 487
876 177 300
634 273 705
85 98 993
855 10 679
632 282 545
116 710 270
677 686 453
877 522 996
664 37 725
441 335 176
136 814 911
402 400 388
487 128 655
145 466 828
878 479 699
623 875 521
398 587 996
253 348 803
642 466 627
699 678 945
316 201 119
251 765 889
110 129 612
855 203 995
108 193 763
282 641 851
102 169 662
562 319 34
193 643 482
436 142 21
774 640 984
868 223 535
744 552 794
795 381 579
654 441 765
847 712 818
471 147 744
66 126 286
85 482 781
227 728 327
721 65 278
386 333 841
528 539 59
648 2 886
625 335 710
711 626 888
443 583 645
400 511 669
41 279 515
882 152 274
484 358 840
294 122 565
96 295 342
286 407 267
852 850 872
670 650 860
267 197 439
327 837 361
104 430 747
169 87 56
367 711 548
558 340 28
394 481 752
271 148 772
31 291 663
331 591 421
769 553 998
766 17 636
724 325 910
538 122 4
303 633 813
678 846 599
673 506 117
3 136 58
155 226 458
872 43 290
477 84 569
257 81 830
63 342 590
563 75 691
673 290 192
54 67 951
777 687 991
510 56 608
512 52 117
175 358 295
761 441 293
67 743 6
591 612 490
692 787 880
314 55 973
712 81 857
138 389 638
589 196 439
515 608 370
39 171 621
765 585 131
521 723 783
568 415 793
863 599 773
43 865 269
690 489 553
203 431 749
77 705 889
44 794 766
